"","kon_moment1","kon_moment2","kon_moment3","kon_fano","koff_moment1","koff_moment2","koff_moment3","koff_fano","kb_moment1","kb_moment2","kb_moment3","kb_fano","theta_moment1","theta_moment2","theta_moment3","theta_fano"
"gene27",0.293103099568981,3.30669232440073,35.6060061790231,0.317100310454066,0.500460513030987,6.47141501275428,76.3266220360492,1.03010680874149,0.172638148221438,2.49492098092219,31.921815093483,0.510788344953994,5.97751947273295,46.4172959091513,419.271640907937,5.9775194749534
"gene28",1.89091811542141,32.4384966177149,600.227938321041,1.49144337768803,0.62981504456161,13.6289696683889,293.357990130971,1.57185471749699,0.0897706531333142,2.1359217328154,49.6291625040612,0.297625319944927,7.25411957613886,90.3528984252944,1442.05840001632,7.25411959834332
"gene29",0.469808387748571,9.86064250696472,182.529010999133,0.0666319266429127,2.10129206479337,50.3497382453588,1021.02180790098,1.35347617558068,0.369649955089812,10.1756447179469,228.604071708105,0.460855691386541,12.4993457450984,177.878242340057,2760.7111587713,12.4993457539802
"gene30",1.29392185854726,47.0954302045357,1468.12140883412,0.116518972248514,2.83026807323949,116.042999138699,3947.20998883713,1.32156085186352,0.390371734937389,17.7251359900765,652.563758194447,0.323070974417305,20.3219268257726,469.103483737854,11789.4563663867,20.3219267902455
"gene31",0.509426349992737,17.4587302126383,509.649989908212,0.106146096356952,5.74868877833978,227.40320957837,7310.0589634123,1.05885735735001,0.482545363666986,23.0876844398153,843.672032715403,0.385888814236068,21.9501377074494,518.272867680025,12849.8721915093,21.9501377429765
"gene32",0.725790452182906,7.03178890226752,73.6198909123686,0.867155520722918,0.352358968669364,4.23648285341471,50.4889349883797,1.21569801336818,0.0733265159702512,0.992492203977235,12.845072348,0.360093386220228,4.25213440680139,31.5358026714563,292.270841839581,4.25213440458094
"gene33",1.50618267635849,17.806662455655,221.278635308408,0.429408846258639,2.41887863960955,35.3729276625359,495.805428499807,2.34993310144205,0.190343665273929,3.69395149135698,62.2163037178325,0.593311053620482,6.98093919559994,71.4056227835158,838.111172356548,6.98093916007281
"gene34",1.72064855696874,28.1936885215828,477.796022551047,0.8281351959738,0.956279531116877,19.4436444189705,376.79586057493,1.78483640311811,0.12292453277496,2.83138966494789,60.0748774104432,0.345944286550548,7.72007909155548,93.9103354369308,1395.00693308037,7.72007910043726
"gene35",0.5140883096999,6.6480990668083,82.5955123673339,0.566523983280831,0.446923953401068,6.69524315100034,91.4904663318339,0.957848342864054,0.127276520434094,2.09009190399456,30.458964488389,0.365978003458167,6.45283718681,56.7558031150384,588.893701376492,6.45283718014866
"gene36",0.545453024969333,6.02143906291985,67.2431475834401,0.728259603732795,0.352416587023896,4.62779842891337,57.6061675872097,1.01354987513957,0.0921339560200352,1.33450054562445,17.7877569740303,0.356762868136684,5.24329291984316,41.2569048968692,393.780646561481,5.24329291984316
"gene37",2.50053477923728,43.3453278247953,776.634931298759,0.0798620014563767,2.11652169124221,46.1619185188056,947.803912367817,2.55270848015243,0.171365712731131,4.55159501200342,107.113268086323,0.431852100746255,8.96238719239051,123.990785354522,2024.10931592567,8.96238718794962
"gene38",0.538053539500538,10.8891971706271,194.158620843154,0.237187869345235,1.1582335890381,26.3704752967442,510.45926511506,1.097538060435,0.281431162818535,7.08999237986063,147.755273474104,0.403389357472861,11.0753909687844,144.487141540139,2094.99170182426,11.0753909510208
"gene39",1.1299628432937,28.9735397984714,664.781764498912,0.435245031127351,1.34327451384308,39.0814980733012,982.325116183347,1.21049234635962,0.258992374213562,8.20669626477866,220.59939283281,0.333731424717598,13.4791774453191,220.666237140676,4087.65196880267,13.4791774364373
"gene40",0.65675742177973,25.3316051157526,846.067869133549,0.249899940740761,9.71152502415862,438.392440287316,16252.6094936766,0.0179568360181293,0.567868632117552,31.660123340771,1361.24192067655,0.351688420607843,26.2443028375969,732.865362920165,21354.7038038087,26.2443028731241
"gene41",0.704182443467261,6.63836538628004,68.2881969282789,0.984084467248181,0.296581929015716,3.49952840039691,41.0080603074903,1.22518837741836,0.0552886736393532,0.734633909260651,9.31696291672779,0.323170388227823,4.01885819401038,29.5235054359466,271.437022192345,4.01885818845926
"gene42",0.612873414240767,12.9682058513936,243.932936427882,0.0786566189958648,2.12953479739042,51.7829050750152,1070.35711380377,1.40465193254613,0.344675390451243,9.66475752761653,221.473860619881,0.443339818190225,12.5040168441615,180.744421669488,2863.66695263496,12.5040168441615
"gene43",1.80946173156116,29.90428349392,540.817513865477,1.77619892127723,0.447559220795313,9.34738249469547,195.606666579806,1.30067876469298,0.0636839603274097,1.43198207069872,31.6756057827661,0.230081553809214,6.66636892354688,80.2546443523511,1254.88454159495,6.6663689146651
"gene44",0.487562492601512,6.64602911371048,86.0153787130002,0.568288944791107,0.420257548761072,6.56006204025061,92.9563088902796,0.882344375341404,0.133915314393107,2.26593954266718,34.0444080393354,0.364039554057172,6.76784639441763,61.2057939974875,651.757932814689,6.76784640774031
"gene45",0.842307943393905,10.5419494111914,136.764845422022,0.941182829450327,0.469633616440035,7.17082444978701,105.388968449915,1.33594257434311,0.0925077436875199,1.57495328778623,25.0506326437971,0.365062238216751,5.80882157041884,53.0939951737253,596.664261820479,5.80882156597795
"gene46",0.945304914345968,12.5515005322541,165.931305673439,0.033122757869819,1.78974475240068,28.8271015236319,428.73443192093,1.89857542132188,0.225768146400185,4.46935857212338,76.6993906609059,0.541506528506375,7.80912926767741,81.3950403966146,971.616709648515,7.80912928100008
"gene47",1.81041519997649,20.1958253853718,252.755183112185,0.528030916768785,0.777883231162235,11.253034983838,162.997864663339,2.03367951812083,0.0811034395198362,1.40015977478924,22.8144537572916,0.371213983996199,4.62347071517044,43.0638251103233,499.419755328745,4.62347071739089
"gene48",0.887690276840658,33.2611199382882,1054.02377812425,0.0976829284127234,4.60411987646125,195.460304439621,6777.09987940034,1.07542765803714,0.515513214338625,24.9800308438353,958.036180236377,0.333778871208779,22.5004485798763,552.630251036135,14423.7364293076,22.5004485798763
"gene49",3.70675776961704,27.084916345288,239.157890078445,1.89079313983598,0.71496073394961,6.72838549764521,67.5998343169226,2.63442499814914,0.0412812473093993,0.531893236122016,6.43099738795172,0.438021343640571,1.54717963996021,10.9249213320339,95.1724548770017,1.54717963773976
"gene50",1.43885210412975,31.3613611524488,653.942781809747,0.848188026481012,0.933990405016516,23.8651408324131,556.185871118942,1.30961488764569,0.166712466054264,4.62785237687058,115.272493985685,0.313399883822285,10.6919091358293,154.503161553521,2652.75935134923,10.6919091535929
"gene51",11.1951557979495,242.984225025111,6038.66307301359,6.10472220330394,3.93225364270222,112.261732638785,3218.59812856928,6.92785150135933,0.0929179977404715,3.6978482143013,131.180477183079,0.515988745064533,7.42028555045238,151.043147695873,3669.6864390251,7.42028554157059
"gene52",5.75075672859526,121.335202862838,2869.2305727418,0.693100599136187,2.22916193948208,62.5866253756158,1742.56988202615,3.71132413690134,0.117791905118736,3.99955368379779,127.463565604558,0.373287338817363,8.64250991217119,152.644522017908,3359.78729481212,8.6425099077303
"gene53",1.60761873146953,46.217690226058,1189.70476705726,0.237136195124776,2.17893513010381,72.6807402884333,2067.86041417217,1.5105194783871,0.266670046045192,10.0402399993982,310.80631288205,0.320521156282894,15.6614252944109,298.540765584221,6370.67625120835,15.6614252944109
"gene54",1.26876846362478,20.2594903697673,319.681893188317,0.320679998111473,1.44634573207014,28.0166072030852,499.275341780958,1.88222752939282,0.192799864962012,4.37820858678606,87.503942722833,0.449225403542641,8.59542971465288,102.308446301436,1420.51685656952,8.59542971909377
"gene55",0.921380980400954,14.4967694737375,221.429639282178,0.605138854581355,0.794880334886727,14.7624028201676,251.737708367727,1.29453210817587,0.16326678231593,3.37036937025914,62.2245499926066,0.381699818419179,7.94359567901637,86.5474327937932,1115.68263264417,7.94359570122083
"gene56",2.62278616158795,53.602663783181,1157.22858708978,1.11411502246028,1.18759694078818,30.7168723168161,771.959862504445,2.24096016410158,0.125470367429159,3.67478108387331,102.049104953039,0.352475595377655,9.21583524160496,139.607986042734,2637.29301650528,9.21583525936853
"gene57",0.49746242680726,17.1517348235284,499.160278195632,0.0487050577646642,4.509203002101,176.162124603252,5606.04599741055,1.1664059229588,0.523783274530842,23.573420548928,835.122718854109,0.377206479384995,21.2497052842764,485.969998180735,11731.8214961415,21.2497053198035
"gene58",0.389483076901342,6.86318088582993,108.541264580708,0.13702413426131,1.42062154928624,28.5106195718754,493.701166988103,1.32396682950287,0.32105460512355,7.32468883768433,139.885590897393,0.508107840246907,10.2146433267336,121.733116955625,1607.91940174931,10.2146433444972
"gene59",1.8307561289177,28.7931352005444,474.149368301369,0.679510172574282,1.09561351546716,21.6066230507295,408.780477982873,2.02075341348973,0.129254056346895,2.94619411533859,61.9263994394714,0.384914269346837,7.45904987109469,89.5875555073644,1311.90961724315,7.45904985777202
"gene60",0.676668152621573,10.3880687873925,150.261722637879,0.0726293336583694,1.81237379326404,32.8933587923075,528.605580711883,1.59028518353921,0.263757753415916,5.72772087537032,104.042368320734,0.490398779362522,9.19715958946909,104.197667312178,1321.83709638412,9.1971595850282
"gene61",1.14478880597346,32.484799987742,810.876304058183,0.334260121803709,1.70176887692719,54.6951233104664,1492.75864259835,1.30304208312282,0.290821242643347,10.2681900671087,301.08051305433,0.338614114525626,15.2905676831239,276.923124999939,5589.01596832584,15.2905676920057
"gene62",1.86326543527571,30.3164951986901,534.908048166471,1.50371691987061,0.608472228158519,12.5722690214047,256.609442317313,1.67419585750395,0.0751077422478375,1.71363037537731,37.5977180055997,0.278278324827852,6.83240016563502,83.2839065267876,1291.70821139724,6.83240017451681
"gene63",0.0324533777629199,0.558298154373915,8.20335742446332,0.0231019647856101,0.828844464173528,15.4818799558143,242.025012084923,0.912852904377814,0.37476997949426,7.65368170618785,128.407028228139,0.585207260428433,9.65108299055828,103.431398983389,1205.8653146596,9.65108297279471
"gene64",0.2798884057853,4.99580494306429,79.0661965766049,0.0732360749822192,1.65636630633514,33.6894410679633,582.365086074788,1.35491565522727,0.334666783174953,7.86277503550536,150.681140667075,0.509663191650134,10.7147287309317,130.744365023361,1742.48747953243,10.7147287309317
"gene65",1.635326283278,41.8537482005377,989.188756648218,0.517279978851093,1.44662537060469,42.9211544883401,1125.09328573651,1.34031253651301,0.227651630879677,7.39379430569898,207.950488402275,0.306635143942913,13.1609666631505,221.104346422862,4289.89387728507,13.1609666986776
"gene66",0.432282565299147,7.71341369443235,123.310977642177,0.239929835998964,1.01909233940489,20.4843016859968,356.689340605953,1.14271816897826,0.282264851492187,6.28312569972422,118.521909371339,0.469411549630649,9.80203648026645,114.148637777589,1490.43699252616,9.80203648026645
"gene67",8.91512182299437,199.820662345473,4776.40262488421,5.70331666338575,7.92085470990855,225.646071783103,6142.65990407148,2.78156869981672,0.218121520845216,8.68676096388299,292.512268060818,0.480046438156023,11.7765571339135,237.949751351607,5479.18213669618,11.7765571339135
